Event	ID	Name			Wwise Object Path	Notes
	612075679	Checkpoint			\Default Work Unit\Checkpoint	
	977454165	Button			\Default Work Unit\Button	
	1386647150	Reggie_Hurt			\Default Work Unit\Reggie_Hurt	
	1427215671	Reggie_Throw			\Default Work Unit\Reggie_Throw	
	1635775721	Reggie_Pickup			\Default Work Unit\Reggie_Pickup	
	1866025847	Footstep			\Default Work Unit\Footstep	
	1971301610	Reggie_Success			\Default Work Unit\Reggie_Success	
	2397454474	JungleAmbience			\Default Work Unit\JungleAmbience	
	2752428610	CoinPickup			\Default Work Unit\CoinPickup	
	3029536662	Music_Jungle			\Default Work Unit\Music_Jungle	
	3833651337	Jump			\Default Work Unit\Jump	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	678407985	Reggie Pickup3	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Reggie Pickup3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Pickup\Reggie Pickup3		176544
	704451495	Grass Footsteps#01_03	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Grass Footsteps#01_3EB13E43.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps_Grass\Grass Footsteps#01_03		30004
	714095219	Checkpoint	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Health Pickup_C419ACF8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Checkpoint		279812
	770573470	Reggie Throwing3	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Reggie Throwing3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Throw\Reggie Throwing3		463196
	781943041	Dirt Footsteps#01_04	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Dirt Footsteps#01_D93C6DFE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Jump_Lift\Dirt Footsteps#01_04		38734
	823350290	Reggie Throwing	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Reggie Throwing_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Throw\Reggie Throwing		242692
	826811789	Grass Footsteps#01_02	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Grass Footsteps#01_D6C7B26A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps_Grass\Grass Footsteps#01_02		36612
	863570735	Jungle Ambience_V2	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Jungle Ambience_V2_31D22EEE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\Ambience\Jungle Ambience\Jungle Ambience_V2		59290624
	937921317	Reggie Throwing2	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Reggie Throwing2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Throw\Reggie Throwing2		286796
	1031954601	Button Click	C:\Users\dstockero\Documents\2019s-team3\Team 3_WwiseProject\.cache\Windows\SFX\Button Click_826AD5EF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Button Click		44344

